,Regio,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,latitude,longitude
385,Maastricht,96899.0,106693.0,111641.0,131578.0,146695.0,162594.0,178608.0,196073.0,197653.0,200018.0,210951.0,223176.0,230137.0,231883.0,227686.0,222775.0,222066.0,214174.0,206639.0,211753.0,221578.0,223194.0,240627.0,269823.0,283456.0,316733.0,353620.0,50.8512438,5.6909768
388,Margraten,111299.0,144617.0,146437.0,171944.0,197017.0,212425.0,239904.0,271740.0,245359.0,248962.0,254989.0,277412.0,279684.0,314627.0,265356.0,262785.0,,,,,,,,,,,,50.8201564,5.8216625
390,Markelo,114747.0,120321.0,139336.0,147085.0,177355.0,229500.0,,,,,,,,,,,,,,,,,,,,,,52.2347139,6.4949852
391,Marum,86211.0,93036.0,111365.0,115570.0,134770.0,164593.0,159312.0,197097.0,178925.0,192710.0,205986.0,233642.0,237529.0,231765.0,220929.0,190494.0,203258.0,185055.0,181947.0,198368.0,200709.0,221970.0,237583.0,248885.0,,,,53.1442439,6.2647308
392,Maurik,123285.0,140886.0,170745.0,154614.0,,,,,,,,,,,,,,,,,,,,,,,,51.9609104,5.4232798
393,Medemblik,91040.0,89666.0,99265.0,111667.0,127898.0,155663.0,191807.0,208162.0,196039.0,189537.0,204256.0,216695.0,243733.0,257392.0,230555.0,238920.0,229051.0,217891.0,197009.0,197869.0,202693.0,223321.0,243827.0,273114.0,292067.0,306267.0,375268.0,52.7907137,5.16862281678412
395,Meerssen,121818.0,128861.0,145334.0,145754.0,186922.0,189982.0,202887.0,219634.0,234781.0,233085.0,257599.0,259898.0,261145.0,280043.0,258715.0,249708.0,247709.0,220235.0,220514.0,221407.0,223017.0,243709.0,270447.0,280022.0,300239.0,313281.0,355909.0,50.90469405,5.735204699788168
396,Meierijstad,,,,,,,,,,,,,,,,,,,,,,,281715.0,297100.0,326440.0,349750.0,391072.0,51.58844725,5.516390104700668
397,Meijel,114658.0,126741.0,125254.0,149358.0,161739.0,182307.0,219864.0,212529.0,248653.0,245223.0,250919.0,234550.0,273639.0,280825.0,248888.0,,,,,,,,,,,,,51.3442546,5.8855232
400,Menterwolde,67499.0,73735.0,80937.0,90496.0,100224.0,124685.0,139195.0,157011.0,166474.0,160129.0,162149.0,190447.0,191021.0,177742.0,155566.0,176479.0,164818.0,156691.0,146511.0,141824.0,150535.0,174720.0,183958.0,,,,,51.5925207,4.9974219
401,Meppel,82440.0,89634.0,98915.0,105315.0,135069.0,154376.0,186608.0,185488.0,193585.0,200008.0,204994.0,216883.0,228204.0,228984.0,202043.0,209723.0,215054.0,205517.0,183603.0,193649.0,194267.0,212006.0,223764.0,239143.0,255702.0,259458.0,325843.0,52.711744350000004,6.197307325163717
403,Middelharnis,83546.0,92986.0,105504.0,98914.0,131311.0,150647.0,160582.0,167630.0,209381.0,220338.0,237071.0,245587.0,259446.0,265350.0,231946.0,225550.0,248733.0,239276.0,,,,,,,,,,51.7576172,4.1656476
404,Midden-Delfland,,,,,,,,,,273250.0,296425.0,292139.0,328157.0,333191.0,304145.0,288256.0,295258.0,269855.0,246345.0,240834.0,286459.0,292406.0,315017.0,339330.0,399595.0,413768.0,428303.0,51.97058165,4.322980951300874
405,Midden-Drenthe,,,,,,169488.0,179974.0,188475.0,192994.0,196570.0,210554.0,222462.0,225439.0,218412.0,224543.0,222046.0,228557.0,211806.0,191568.0,199248.0,212424.0,225661.0,234557.0,245063.0,261194.0,300377.0,349627.0,52.87061935,6.568055858657804
406,Midden-Groningen,,,,,,,,,,,,,,,,,,,,,,,,198212.0,206726.0,228605.0,282704.0,53.184673599999996,6.7795735147296075
407,Middenschouwen,91972.0,91065.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5905933,4.9988607
408,Middenveld,,,,116457.0,144205.0,,,,,,,,,,,,,,,,,,,,,,,52.3472714,4.543651
409,Mierlo,116510.0,128403.0,158234.0,189041.0,190207.0,224981.0,228844.0,264979.0,257847.0,,,,,,,,,,,,,,,,,,,51.4437624,5.6187496
411,Millingen aan de Rijn,81177.0,106142.0,114655.0,114986.0,152434.0,159218.0,193678.0,219463.0,221118.0,225414.0,252793.0,229907.0,234049.0,247968.0,190750.0,237673.0,236632.0,176000.0,198338.0,196693.0,,,,,,,,51.8642776,6.0457927
412,Moerdijk,,,,140971.0,145869.0,168076.0,184628.0,206214.0,206779.0,217257.0,234621.0,232698.0,246460.0,252282.0,240432.0,223829.0,223789.0,203837.0,191218.0,193264.0,207917.0,232749.0,233959.0,250432.0,272935.0,286000.0,343613.0,51.66277225,4.525592262905145
413,Moergestel,156428.0,161845.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5448378,5.1805818
414,Molenlanden,,,,,,,,,,,,,,,,,,,,,,,,,302028.0,337367.0,373551.0,51.891504350000005,4.836502649912571
415,Molenwaard,,,,,,,,,,,,,,,,,,,236653.0,228576.0,233072.0,250004.0,275031.0,296360.0,,,,52.5952706,6.0885438
417,Montferland,,,,,,,,,,,245459.0,260705.0,251084.0,244485.0,251315.0,248007.0,241083.0,223537.0,201460.0,205070.0,209455.0,214329.0,232170.0,250793.0,277385.0,299129.0,337596.0,51.92400575,6.205514601615217
418,Montfoort,114768.0,118308.0,130420.0,155343.0,181792.0,202799.0,214511.0,230328.0,238200.0,240084.0,245774.0,267548.0,284055.0,315114.0,279492.0,281350.0,292246.0,262523.0,258118.0,231091.0,254345.0,279138.0,292751.0,320009.0,337359.0,353781.0,422345.0,52.0387833,4.956087684635074
419,Mook en Middelaar,122668.0,142957.0,147937.0,172478.0,207556.0,177826.0,256215.0,270771.0,254106.0,270952.0,278892.0,305997.0,334005.0,323623.0,351195.0,273056.0,286058.0,313607.0,225436.0,250585.0,298437.0,269317.0,311447.0,298959.0,339042.0,362062.0,452951.0,51.74830635,5.906406373368311
420,Moordrecht,103289.0,106496.0,138388.0,138534.0,155291.0,184613.0,207641.0,237441.0,199965.0,232442.0,228117.0,266305.0,256653.0,278114.0,250689.0,,,,,,,,,,,,,51.9865065,4.6698314
421,Muiden,129705.0,144033.0,175301.0,191222.0,234765.0,315356.0,329086.0,302536.0,318592.0,309580.0,337798.0,368510.0,403362.0,456333.0,394413.0,342527.0,419076.0,379197.0,353954.0,305100.0,273361.0,,,,,,,52.3301851,5.0692658
422,Naaldwijk,116665.0,136839.0,146973.0,145364.0,169968.0,200629.0,226766.0,234765.0,247554.0,,,,,,,,,,,,,,,,,,,51.9930016,4.2074197
423,Naarden,155451.0,171155.0,197489.0,228360.0,282468.0,347246.0,377690.0,396430.0,337189.0,401620.0,400190.0,454813.0,497562.0,471650.0,497899.0,470051.0,515252.0,457369.0,402369.0,436970.0,471893.0,,,,,,,52.2957628,5.1633636
424,Neder-Betuwe,,,,,,,,,232987.0,254010.0,265475.0,278753.0,281607.0,286242.0,275358.0,266565.0,259037.0,247799.0,228111.0,232241.0,221278.0,250270.0,259830.0,268898.0,309005.0,333167.0,397599.0,51.92150995,5.616123265710504
425,Nederhorst den Berg,131451.0,131571.0,161205.0,211206.0,233113.0,299291.0,260971.0,,,,,,,,,,,,,,,,,,,,,52.2637783,5.04504
426,Nederland,93750.0,102607.0,113163.0,124540.0,144778.0,172050.0,188397.0,199752.0,204829.0,212723.0,222706.0,235843.0,248325.0,254918.0,238259.0,239530.0,240059.0,226661.0,213353.0,222218.0,230194.0,243837.0,263295.0,287267.0,307978.0,334488.0,386714.0,52.2434979,5.6343227
427,Nederlek,103806.0,109736.0,120864.0,129847.0,156214.0,175050.0,195658.0,201245.0,213713.0,235907.0,243176.0,240095.0,273053.0,245230.0,220790.0,259738.0,218732.0,207593.0,200588.0,212503.0,,,,,,,,51.90124435,4.677468387137717
428,Nederweert,107773.0,115851.0,133468.0,152969.0,176475.0,205679.0,229996.0,231299.0,235521.0,249770.0,245513.0,251756.0,258133.0,280808.0,235363.0,247408.0,250196.0,210649.0,222741.0,225930.0,233255.0,245425.0,255688.0,291567.0,283744.0,322041.0,383234.0,51.2918913,5.74814642346813
429,Neede,88746.0,96002.0,101591.0,106305.0,144548.0,174329.0,183771.0,174957.0,179920.0,218303.0,,,,,,,,,,,,,,,,,,52.1350286,6.6113394
430,Neerijnen,118994.0,127067.0,149595.0,178898.0,183225.0,243727.0,242963.0,256567.0,301527.0,273495.0,293721.0,304153.0,333286.0,363174.0,306388.0,273355.0,276812.0,257655.0,236019.0,257776.0,234806.0,264662.0,264874.0,296235.0,,,,51.8312888,5.2793902
431,Niedorp,86744.0,103900.0,123928.0,135066.0,167593.0,195653.0,229098.0,236930.0,235056.0,243982.0,274279.0,242921.0,273905.0,281110.0,251742.0,222653.0,262168.0,,,,,,,,,,,52.7185016,4.8752314
432,Nieuw-Ginneken,154976.0,172479.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.55236955,4.795764720543999
433,Nieuw-Lekkerland,89548.0,101833.0,102564.0,113200.0,137504.0,164460.0,171149.0,190268.0,192013.0,210173.0,229197.0,235565.0,225048.0,244754.0,209345.0,225871.0,235794.0,206701.0,,,,,,,,,,51.8895355,4.6879933
434,Nieuw-Vossemeer,88576.0,86239.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5863367,4.2178348
435,Nieuwegein,97345.0,100086.0,118669.0,131229.0,155860.0,172773.0,182683.0,187202.0,198054.0,199758.0,206301.0,214311.0,225475.0,231134.0,223460.0,212121.0,204924.0,196565.0,179956.0,189160.0,190917.0,212302.0,241070.0,258151.0,278325.0,298058.0,362749.0,52.0298704,5.0929333789192395
436,Nieuwerkerk aan den IJssel,111961.0,127155.0,131725.0,142223.0,170952.0,187318.0,212286.0,251626.0,243354.0,241995.0,269657.0,270665.0,282906.0,265862.0,262663.0,,,,,,,,,,,,,51.9675284,4.6116776
437,Nieuwkoop,128761.0,134427.0,146653.0,187216.0,218979.0,224952.0,258023.0,252197.0,249241.0,249470.0,335965.0,298059.0,303619.0,306505.0,304792.0,317352.0,296673.0,234473.0,256610.0,221867.0,262952.0,262665.0,290224.0,327495.0,344377.0,370084.0,454250.0,52.1405891,4.786696497900001
438,Nieuwleusen,114919.0,126830.0,124403.0,160533.0,172700.0,222082.0,,,,,,,,,,,,,,,,,,,,,,52.5831257,6.286441
439,Nijefurd,62317.0,77165.0,81956.0,95189.0,119118.0,148040.0,146523.0,194345.0,175452.0,195052.0,193308.0,205410.0,211356.0,220110.0,192950.0,200643.0,,,,,,,,,,,,52.9784107,5.4451883
440,Nijeveen,94339.0,85534.0,116992.0,,,,,,,,,,,,,,,,,,,,,,,,,52.7335989,6.1685657
441,Nijkerk,108674.0,123436.0,134597.0,140687.0,168806.0,229611.0,231766.0,251080.0,243089.0,256270.0,261562.0,290246.0,294297.0,299174.0,280059.0,257729.0,268267.0,255345.0,238966.0,253273.0,260942.0,274217.0,301966.0,329274.0,354348.0,389649.0,426642.0,52.214853649999995,5.478146323965094
442,Nijmegen,86001.0,96608.0,109471.0,122620.0,143761.0,164384.0,182641.0,191939.0,202174.0,204530.0,212454.0,224848.0,232629.0,240118.0,231389.0,226928.0,225197.0,216593.0,204936.0,206906.0,213740.0,224355.0,248912.0,272304.0,293780.0,323659.0,364849.0,51.842574850000005,5.838960628748229
443,Nissewaard,,,,,,,,,,,,,,,,,,,,,180489.0,189291.0,195265.0,215817.0,237789.0,266765.0,296986.0,51.82787345,4.305284305924035
444,Noardeast-Fryslân,,,,,,,,,,,,,,,,,,,,,,,,,194819.0,215494.0,253816.0,53.3681579,5.938900085147189
445,Noord-Beveland,75235.0,87772.0,90008.0,90967.0,106347.0,121393.0,157191.0,152127.0,166879.0,172101.0,211785.0,203135.0,246519.0,196402.0,173519.0,207116.0,192579.0,194132.0,201035.0,188459.0,187695.0,184198.0,209737.0,234284.0,238056.0,302133.0,326869.0,51.56520675,3.8009095733783114
449,Noordenveld,,,,113021.0,137426.0,159800.0,185672.0,183442.0,202713.0,203860.0,229465.0,244295.0,257657.0,253721.0,220119.0,230310.0,229618.0,222436.0,197553.0,200765.0,216791.0,220858.0,246318.0,266956.0,292763.0,304166.0,355463.0,53.0953746,6.420844296734667
451,Noordoostpolder,81498.0,104777.0,84446.0,104200.0,111314.0,135489.0,152146.0,164704.0,177071.0,178292.0,188041.0,195909.0,208593.0,206608.0,193731.0,190344.0,193360.0,179941.0,169806.0,189571.0,180321.0,196777.0,209773.0,224277.0,226690.0,252108.0,286031.0,52.72520455,5.705372865399351
452,Noordwijk,129237.0,149646.0,156378.0,194922.0,225608.0,250209.0,285673.0,283475.0,334259.0,317486.0,350747.0,362660.0,382455.0,384677.0,347037.0,331777.0,338469.0,312705.0,324932.0,307240.0,308135.0,339556.0,410789.0,398162.0,385030.0,443969.0,528958.0,52.2698936,4.452685652490141
453,Noordwijkerhout,117840.0,137511.0,143766.0,165535.0,195084.0,221075.0,237164.0,275972.0,251928.0,284206.0,276614.0,276694.0,298194.0,306259.0,266058.0,226898.0,248422.0,247781.0,240436.0,243065.0,239673.0,265119.0,261200.0,302045.0,,,,52.2629093,4.490519
454,Nootdorp,109794.0,112672.0,158394.0,165612.0,211387.0,170258.0,245342.0,,,,,,,,,,,,,,,,,,,,,52.0426094,4.3930456
455,Norg,95887.0,72858.0,102878.0,,,,,,,,,,,,,,,,,,,,,,,,,53.0663002,6.459462
456,"Nuenen, Gerwen en Nederwetten",122175.0,145298.0,150543.0,175202.0,192759.0,244262.0,273067.0,274050.0,290408.0,283261.0,319274.0,318736.0,345952.0,364674.0,339511.0,325541.0,325095.0,305401.0,302982.0,283678.0,294295.0,316527.0,326890.0,360082.0,375525.0,410545.0,470174.0,51.4743021,5.5490439
457,Nunspeet,111298.0,131126.0,145649.0,181646.0,202353.0,226370.0,252399.0,262625.0,269075.0,270405.0,271300.0,295195.0,316966.0,307428.0,263881.0,279407.0,281575.0,261307.0,249971.0,258163.0,251396.0,274498.0,299288.0,304854.0,326608.0,359883.0,424288.0,52.3372909,5.795636429005031
458,Nuth,112939.0,103918.0,133514.0,137374.0,161371.0,167535.0,187432.0,189581.0,199001.0,201610.0,203532.0,219899.0,219245.0,211644.0,212715.0,218527.0,209017.0,200836.0,173827.0,180917.0,186710.0,201424.0,224598.0,244024.0,,,,50.9156745,5.8860956
459,Obdam,94553.0,116800.0,123105.0,128245.0,145393.0,170774.0,167807.0,216564.0,224406.0,203276.0,238520.0,242845.0,,,,,,,,,,,,,,,,52.6780448,4.9092183
460,Odoorn,80848.0,96722.0,114558.0,,,,,,,,,,,,,,,,,,,,,,,,,52.8516104,6.84635
461,Oegstgeest,127688.0,136266.0,159971.0,186667.0,200789.0,242088.0,263332.0,276871.0,292164.0,293703.0,320896.0,314064.0,359073.0,360379.0,332798.0,374051.0,366425.0,294490.0,329344.0,297103.0,333292.0,319480.0,372085.0,405153.0,432400.0,497333.0,575022.0,52.1833669,4.472129402976295
463,Oisterwijk,148581.0,158368.0,170255.0,183109.0,235678.0,264278.0,296133.0,322036.0,310630.0,342837.0,333050.0,365816.0,415361.0,406129.0,339268.0,327788.0,404672.0,314192.0,285741.0,305466.0,318301.0,323114.0,368484.0,374067.0,415795.0,407840.0,540545.0,51.5660989,5.198645717137607
464,Oldambt,,,,,,,,,,,,,,,,139329.0,141277.0,139971.0,130819.0,128129.0,135221.0,142918.0,151636.0,161415.0,175832.0,199615.0,260104.0,53.2223408,7.068982392062174
465,Oldebroek,103528.0,116142.0,102651.0,138509.0,169307.0,222056.0,229334.0,243109.0,220453.0,241926.0,255503.0,272026.0,295612.0,289504.0,279762.0,266251.0,241357.0,254058.0,226937.0,222774.0,230653.0,243165.0,271842.0,281339.0,284316.0,319878.0,349353.0,52.45673635,5.951864370961877
466,Oldenzaal,90244.0,85894.0,107707.0,114852.0,133147.0,167915.0,183446.0,193134.0,196473.0,215984.0,227744.0,227839.0,234249.0,243543.0,238996.0,220528.0,240597.0,228743.0,208080.0,215446.0,218998.0,220721.0,243961.0,257515.0,274515.0,291320.0,325273.0,52.30853685,6.914603743122237
467,Olst,97037.0,114895.0,118104.0,129299.0,175972.0,180045.0,189552.0,185723.0,,,,,,,,,,,,,,,,,,,,52.3370093,6.110796
468,Olst-Wijhe,,,,,,,,216104.0,221436.0,233552.0,221600.0,248051.0,262149.0,221576.0,241287.0,254328.0,193914.0,220586.0,222335.0,219032.0,205798.0,217719.0,250595.0,258905.0,307782.0,317881.0,351981.0,52.3756076,6.146510651573131
469,Ommen,113761.0,111237.0,107213.0,142791.0,163304.0,194815.0,226784.0,165862.0,215063.0,213575.0,204690.0,232493.0,242064.0,242985.0,271422.0,260336.0,251895.0,236084.0,207064.0,216529.0,218577.0,214130.0,254228.0,276911.0,277235.0,317571.0,378619.0,52.510346999999996,6.452424670840507
470,Onderbanken,88037.0,99090.0,113069.0,130075.0,144338.0,157753.0,149721.0,174040.0,151991.0,175769.0,181607.0,186405.0,188379.0,207266.0,177453.0,176183.0,180201.0,177922.0,155398.0,188246.0,161945.0,182802.0,217879.0,228964.0,,,,50.9665469,5.9714935
471,Oost Gelre,,,,,,,,,,,,215947.0,203808.0,203205.0,200697.0,208624.0,209007.0,189852.0,190022.0,187188.0,193098.0,205581.0,210451.0,226093.0,258210.0,268196.0,313307.0,52.0153031,6.561010327461534
472,"Oost-, West- en Middelbeers",91952.0,151640.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.4677566,5.2508063
474,Oostburg,66833.0,74934.0,73023.0,76040.0,94341.0,96703.0,116435.0,126742.0,,,,,,,,,,,,,,,,,,,,51.3276019,3.4922057
475,Oosterhesselen,75126.0,92122.0,117894.0,,,,,,,,,,,,,,,,,,,,,,,,,52.7552275,6.7193807
476,Oosterhout,108383.0,116009.0,123319.0,132632.0,144315.0,181054.0,217983.0,222024.0,227209.0,218200.0,240026.0,261872.0,262962.0,287381.0,254011.0,248611.0,253182.0,239092.0,207014.0,219822.0,228123.0,240008.0,254946.0,279230.0,307380.0,295149.0,372134.0,51.632237599999996,4.863042417836681
477,Oostflakkee,76816.0,93411.0,110780.0,103401.0,123161.0,133835.0,164968.0,166998.0,170027.0,183562.0,216099.0,202667.0,221389.0,251044.0,228031.0,218723.0,189066.0,217773.0,,,,,,,,,,51.6665514,4.236524504240095
478,Ooststellingwerf,81754.0,78464.0,89536.0,107322.0,123697.0,145116.0,154782.0,186095.0,183625.0,176095.0,197902.0,200340.0,215151.0,211302.0,196851.0,206084.0,198301.0,180648.0,165862.0,177020.0,176872.0,190128.0,203943.0,212321.0,238187.0,252997.0,319631.0,52.99085895,6.304963752820772
479,Oostzaan,105669.0,124285.0,146303.0,105984.0,174302.0,207713.0,238739.0,257783.0,239872.0,313467.0,302975.0,300773.0,355618.0,354926.0,264812.0,323186.0,317022.0,271313.0,277527.0,259543.0,275628.0,306680.0,356080.0,394503.0,429343.0,478648.0,482845.0,52.45218065,4.868548732505015
480,Ootmarsum,123478.0,113989.0,116119.0,134936.0,175642.0,204437.0,,,,,,,,,,,,,,,,,,,,,,52.4075801,6.8968922
482,Opmeer,80442.0,97928.0,109450.0,120225.0,164060.0,186495.0,194976.0,199209.0,202423.0,208227.0,229600.0,235991.0,249283.0,246652.0,244268.0,241080.0,231226.0,226831.0,196027.0,197197.0,225382.0,234281.0,241404.0,267090.0,288932.0,330792.0,381818.0,52.704381749999996,4.928568037131412
483,Opsterland,70909.0,84704.0,99061.0,114684.0,136698.0,160080.0,189100.0,179680.0,181550.0,196585.0,201774.0,221703.0,236340.0,217626.0,225351.0,219855.0,200651.0,211626.0,186483.0,193374.0,202806.0,208722.0,222197.0,234103.0,254852.0,284117.0,320331.0,53.04680105,6.095135723829035
484,Oss,90502.0,96576.0,103544.0,128130.0,144470.0,162401.0,195317.0,218028.0,205452.0,223185.0,218110.0,236405.0,245025.0,251105.0,228575.0,229380.0,225403.0,228911.0,208569.0,206574.0,213344.0,225653.0,243278.0,255388.0,264775.0,298356.0,353733.0,51.778354199999995,5.532083610932192
485,Ossendrecht,89729.0,107599.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.395594,4.3268146
487,Oud-Beijerland,96201.0,114216.0,118230.0,123603.0,146274.0,164896.0,190689.0,192553.0,207355.0,246346.0,243284.0,249689.0,257221.0,274942.0,260084.0,252665.0,255784.0,228393.0,221061.0,240791.0,246209.0,236459.0,262109.0,271160.0,,,,51.8267962,4.4114128
488,Oude IJsselstreek,,,,,,,,,,,224062.0,211282.0,225034.0,222740.0,212350.0,222943.0,226355.0,216862.0,195097.0,180682.0,184024.0,196007.0,212821.0,236913.0,247024.0,281208.0,309702.0,51.90269995,6.391753286370878
489,Oudenbosch,95880.0,102446.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5889415,4.5278916
490,Ouder-Amstel,123646.0,132594.0,158275.0,189840.0,205081.0,239712.0,294195.0,297662.0,302502.0,340129.0,340946.0,338900.0,362548.0,372595.0,373388.0,397601.0,323400.0,358186.0,299475.0,334657.0,353721.0,428487.0,411718.0,459357.0,494115.0,511264.0,554471.0,52.2946678,4.91646890749465
491,Ouderkerk,99934.0,102063.0,118936.0,142235.0,160544.0,172295.0,209257.0,210108.0,220908.0,237429.0,229583.0,244325.0,259014.0,257446.0,272198.0,231479.0,234071.0,233120.0,207409.0,227340.0,,,,,,,,52.2952056,4.9162
492,Oudewater,93551.0,121360.0,137794.0,147660.0,174368.0,179847.0,207125.0,275548.0,253796.0,269721.0,267180.0,311506.0,286884.0,351215.0,315022.0,273053.0,303497.0,287163.0,265580.0,257414.0,287275.0,285535.0,293983.0,339193.0,360006.0,417974.0,426664.0,52.02015625,4.896559775204166
493,Overbetuwe,,,,,,,233661.0,236184.0,222100.0,244504.0,234559.0,255389.0,260717.0,270466.0,240804.0,238987.0,239784.0,253405.0,237818.0,237705.0,239862.0,253671.0,265675.0,296223.0,316978.0,349961.0,422478.0,51.921961249999995,5.786081549088322
495,Papendrecht,86175.0,90805.0,102517.0,110363.0,127186.0,154455.0,169418.0,177848.0,182422.0,192310.0,193913.0,216399.0,211643.0,226024.0,210519.0,215415.0,210581.0,198915.0,199081.0,203916.0,206597.0,216108.0,226198.0,235318.0,256448.0,283352.0,318706.0,51.834666999999996,4.704688255674374
496,Peel en Maas,,,,,,,,,,,,,,,,219800.0,231778.0,228152.0,208552.0,209964.0,213872.0,221919.0,240794.0,257171.0,279723.0,295228.0,325223.0,51.33064175,5.979363705773345
497,Peize,95981.0,110908.0,118673.0,,,,,,,,,,,,,,,,,,,,,,,,,53.148934,6.4933571
498,Pekela,51742.0,60690.0,62841.0,73068.0,86652.0,104220.0,107178.0,125412.0,137428.0,125033.0,142808.0,146424.0,151739.0,153344.0,141837.0,132302.0,132951.0,140628.0,123208.0,119488.0,124837.0,127804.0,150431.0,158687.0,161257.0,164123.0,200451.0,53.067078300000006,6.965987960024869
499,Pijnacker,108117.0,135436.0,144446.0,145689.0,174284.0,202174.0,211892.0,,,,,,,,,,,,,,,,,,,,,52.0200581,4.434186
500,Pijnacker-Nootdorp,,,,,,,,231057.0,247755.0,253570.0,264286.0,278904.0,306756.0,300595.0,284245.0,285193.0,290782.0,288113.0,255076.0,270804.0,270467.0,281515.0,317277.0,350350.0,375870.0,412301.0,467075.0,52.0111357,4.426848138072311
501,Prinsenbeek,121837.0,139007.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6003459,4.718556
502,Purmerend,85925.0,87045.0,97066.0,106450.0,116501.0,145269.0,153316.0,176579.0,190595.0,191494.0,201386.0,213962.0,223854.0,233104.0,218171.0,210612.0,212248.0,188277.0,173255.0,184581.0,194971.0,208237.0,236098.0,268255.0,295650.0,305916.0,362562.0,52.4997208,4.964420036889974
504,Putten,126381.0,154231.0,176900.0,198793.0,225134.0,282848.0,309513.0,304826.0,316854.0,324745.0,329539.0,337742.0,335351.0,390163.0,335926.0,332379.0,325347.0,310928.0,282364.0,289862.0,293848.0,317280.0,358199.0,388890.0,398712.0,407186.0,470141.0,52.24773005,5.57827393798401
505,Raalte,101906.0,115007.0,127199.0,125722.0,166736.0,187457.0,191734.0,219716.0,236250.0,235128.0,252309.0,251668.0,256024.0,264186.0,265230.0,254915.0,227958.0,241989.0,211751.0,223240.0,226979.0,232044.0,254060.0,261322.0,285841.0,310713.0,347155.0,52.3874327,6.307848238791079
506,Raamsdonk,115962.0,121747.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6872854,4.9072133
508,Reeuwijk,138081.0,155578.0,179260.0,186236.0,232581.0,276048.0,286846.0,320836.0,307901.0,300135.0,354876.0,397672.0,370981.0,396922.0,438721.0,336771.0,,,,,,,,,,,,52.0449873,4.7224789
509,Reiderland,44163.0,48946.0,50981.0,53153.0,72919.0,83643.0,104178.0,113546.0,123162.0,108297.0,123337.0,124293.0,158732.0,142597.0,131199.0,,,,,,,,,,,,,53.14725175,7.055112092718571
510,Reimerswaal,67975.0,72780.0,84469.0,90038.0,99035.0,113481.0,136279.0,153288.0,151859.0,168863.0,186289.0,192591.0,195134.0,195449.0,179538.0,189033.0,171320.0,177534.0,174470.0,178474.0,188404.0,198646.0,199257.0,208901.0,217424.0,241917.0,285426.0,51.44300185,4.101441031156753
511,Renkum,110128.0,135743.0,147427.0,183012.0,195284.0,239701.0,251317.0,260221.0,280756.0,298005.0,278113.0,307691.0,323853.0,321342.0,335473.0,292443.0,312357.0,267664.0,241491.0,269846.0,253972.0,280012.0,304350.0,326231.0,352440.0,374240.0,478445.0,51.99168495,5.791692252659134
512,Renswoude,111101.0,127711.0,176908.0,169876.0,228765.0,220625.0,230781.0,266528.0,260113.0,257609.0,289497.0,297229.0,335516.0,307911.0,325088.0,309775.0,289911.0,297340.0,268725.0,248479.0,261922.0,253922.0,317455.0,326471.0,336929.0,360584.0,426882.0,52.072421899999995,5.5308677368115005
513,Reusel,107029.0,121549.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.4570627,5.177021
514,Reusel-De Mierden,,,147178.0,168725.0,180312.0,215848.0,234511.0,273292.0,261517.0,286732.0,285736.0,267661.0,292922.0,316977.0,305222.0,273379.0,274287.0,243758.0,243197.0,259670.0,230622.0,254656.0,271555.0,290139.0,338747.0,357230.0,402421.0,51.37099705,5.1468666691668705
515,Rheden,102695.0,115053.0,124368.0,150454.0,164759.0,207800.0,208879.0,203007.0,229586.0,236089.0,231197.0,247914.0,261527.0,260716.0,226038.0,228628.0,245728.0,241128.0,222859.0,215552.0,229658.0,237478.0,263866.0,248578.0,282833.0,315772.0,367012.0,52.03136695,6.060504296329905
516,Rhenen,117869.0,128740.0,135328.0,157444.0,180743.0,229638.0,246967.0,280576.0,291399.0,270889.0,286265.0,291038.0,341705.0,292807.0,302873.0,280084.0,278831.0,266759.0,250157.0,252597.0,277472.0,283677.0,303161.0,336208.0,360623.0,395582.0,447720.0,51.980847600000004,5.5745623668309925
517,Ridderkerk,85742.0,93010.0,98531.0,109862.0,121099.0,146145.0,156181.0,175223.0,176112.0,186240.0,201489.0,209455.0,207495.0,201928.0,202395.0,207968.0,207958.0,193679.0,177424.0,186992.0,181938.0,197228.0,216478.0,246732.0,256618.0,283059.0,310977.0,51.8709913,4.592647897485351
518,Riethoven,178287.0,179883.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.3529939,5.3859816
519,Rijnsburg,118268.0,129338.0,142130.0,154965.0,177227.0,213464.0,229655.0,246140.0,225158.0,256383.0,298459.0,,,,,,,,,,,,,,,,,52.1893268,4.438952
520,Rijnwaarden,78140.0,99803.0,99757.0,124734.0,132921.0,177933.0,183397.0,198572.0,183252.0,199463.0,211539.0,215938.0,224647.0,208554.0,191967.0,178209.0,189494.0,160806.0,168824.0,191732.0,166759.0,188843.0,207339.0,,,,,51.8582498,6.110249
